english	category	sub_category	source
Description: <colNum0>Kill the Hueycoatl in <Num0>:<Num1> with three or fewer players.</col>	interface	combAchvmt	
Combat Achievements - Bosses	interface	combAchvmt	
Search:	interface	combAchvmt	
<colNum0>Level:</col><colNum1> <Num0></col>	interface	combAchvmt	
<colNum0>Level:</col><colNum1> N/A</col>	interface	combAchvmt	
Combat Achievements - Abyssal Sire	interface	combAchvmt	
An Abyssal Sire is a stronger and larger abyssal demon found within the Abyssal Nexus.  Attack Styles - Melee, Special Immunities - Poison, Venom Slayer Categories - Abyssal Demon	interface	combAchvmt	
Difficulty	interface	combAchvmt	
Kill Count: <colNum0><Num0></col>	interface	combAchvmt	
Combat Level: <colNum0><Num0></col>	interface	combAchvmt	
Boss list	interface	combAchvmt	
Reset time	interface	combAchvmt	
Tasks Completed: <Num0>/<Num1>	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - An abyssal demon slayer task  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Alchemical Hydra	interface	combAchvmt	
The Alchemical Hydra is a boss found in the depths of the Karuulm Slayer Dungeon within Mount Karuulm.  Attack Styles - Ranged, Magic Immunities - Poison, Venom Slayer Categories - Hydra	interface	combAchvmt	
Personal Best: <colNum0>N/A</col>	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A hydra slayer task  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Amoxliatl	interface	combAchvmt	
Amoxliatl is a boss found within the Ruins of Tapoyauik in Varlamore.  Attack Styles - Magic, Special Immunities - Poison, Venom Slayer Categories - Lesser Nagua	interface	combAchvmt	
Mandatory requirements: - The Heart of Darkness  Combat Achievement task difficulty: - Medium - Hard - Elite	interface	combAchvmt	
Combat Achievements - Araxxor	interface	combAchvmt	
Araxxor is a boss found within the Morytania Spider Cave, north east of Darkmeyer.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - Araxyte, Spider	interface	combAchvmt	
Mandatory requirements: - Priest in Peril - <Num0> Slayer	interface	combAchvmt	
Combat Achievements - Barrows	interface	combAchvmt	
The Barrows are a series of six burial mounds located in Morytania.  Each of the six Barrows Brothers (Ahrim, Dharok, Guthan, Karil, Torag and Verac) attack with a specific combat style and unique abilities granted by their armour and weaponry.  Attack Styles - Magic, Ranged, Melee Immunities - None Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Access to Morytania - Spade  Combat Achievment task difficulty: - Easy - Medium - Hard	interface	combAchvmt	
Combat Achievements - Bryophyta	interface	combAchvmt	
Bryophyta the Moss Giantess, is the moss giant boss who can be found in her lair in the Varrock Sewers.  In order to access Bryophyta's lair, a mossy key, obtained from killing a Moss Giant, is required.  Attack Styles - Melee, Magic Immunities - None Slayer Categories - Moss Giant	interface	combAchvmt	
Mandatory requirements: - Mossy key  Combat Achievement task difficulty: - Easy - Medium	interface	combAchvmt	
Combat Achievements - Callisto	interface	combAchvmt	
Callisto is an enormous bear empowered by the corruption of the Wilderness. He resides south of the Demonic Ruins in the Wilderness.  Attack Styles - Melee, Special Immunities - Poison, Venom, Magic Slayer Categories - Bear	interface	combAchvmt	
There are no mandatory requirements to fight Callisto.  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Cerberus	interface	combAchvmt	
Cerberus is a stronger and larger three-headed hellhound boss, which is located in her lair, deep beneath the Taverley Dungeon in the cave to the north-east of the hellhound pit.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - Hellhound	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A hellhound slayer task  Combat Achievement task difficulty: - Elite - Master	interface	combAchvmt	
Combat Achievements - Chaos Elemental	interface	combAchvmt	
The Chaos Elemental is a dark cloud with six tentacles that dwells within the deep Wilderness, just west of the Rogues' Castle.  Attack Styles - Melee, Ranged, Magic Immunities - Venom Slayer Categories - None	interface	combAchvmt	
There are no mandatory requirements to fight the Chaos Elemental.  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Chaos Fanatic	interface	combAchvmt	
The Chaos Fanatic is a demi-boss that resides west of the Lava Maze.  Attack Styles - Magic, Special Immunities - None Slayer Categories - None	interface	combAchvmt	
There are no mandatory requirements to fight the Chaos Fanatic.  Combat Achievement task difficulty: - Medium - Hard	interface	combAchvmt	
Combat Achievements - Crazy Archaeologist	interface	combAchvmt	
The Crazy Archaeologist is a demi-boss that resides in the ruins south of The Forgotten Cemetery.  Attack Styles - Melee, Ranged, Special Immunities - None Slayer Categories - None	interface	combAchvmt	
There are no mandatory requirements to fight the Crazy Archaeologist.  Combat Achievement task difficulty: - Medium - Hard	interface	combAchvmt	
Combat Achievements - Chambers of Xeric	interface	combAchvmt	
The Chambers of Xeric is a large cave system found underneath Mount Quidamortem in the Kebos Lowlands.  The Chambers of Xeric will scale to the number of players (<Num0>-<Num1>) and their stats.  The Chambers of Xeric has a challenge mode difficulty setting for more experienced raiders.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
There are no mandatory requirements to enter the Chambers of Xeric.  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Chambers of Xeric: Challenge Mode	interface	combAchvmt	
Combat Achievements - Corporeal Beast	interface	combAchvmt	
The Corporeal Beast is a group boss that can be found residing in its cave found east of the Graveyard of Shadows in the Wilderness.  Attack Styles - Melee, Magic, Special. Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
There are no mandatory requirements to fight the Corporeal Beast.  Combat Achievement task difficulty: - Elite - Master	interface	combAchvmt	
Combat Achievements - Commander Zilyana	interface	combAchvmt	
Commander Zilyana represents Saradomin as one of the four generals within the God Wars Dungeon north of Trollheim.  Attack Styles - Melee, Magic Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - <Num0> Agility - Rope  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Crystalline Hunllef	interface	combAchvmt	
The Crystalline Hunllef is a boss located within The Gauntlet, an activity within the elven capital city of Prifddinas.  Attack Styles - Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Personal Best: <colNum0><Num0>:<Num1></col>	interface	combAchvmt	
Mandatory requirements: - Song of the Elves  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Corrupted Hunllef	interface	combAchvmt	
The Corrupted Hunllef is the boss located within The Corrupted Gauntlet, an activity within the elven capital city of Prifddinas.  Access to The Corrupted Gauntlet is unlocked by completing The Gauntlet.  Attack Styles - Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Song of the Elves - Access to The Corrupted Gauntlet  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Dagannoth Prime	interface	combAchvmt	
Dagannoth Prime is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Rex and Dagannoth Supreme.  Attack Style - Magic Immunities - Venom Slayer Categories - Dagannoth	interface	combAchvmt	
There are no mandatory requirements to access the Waterbirth Island Dungeon.  Combat Achievement task difficulty: - Medium - Hard - Elite	interface	combAchvmt	
Combat Achievements - Dagannoth Rex	interface	combAchvmt	
Dagannoth Rex is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Supreme and Dagannoth Prime.  Attack Style - Melee Immunities - Venom Slayer Categories - Dagannoth	interface	combAchvmt	
Combat Achievements - Dagannoth Supreme	interface	combAchvmt	
Dagannoth Supreme is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Rex and Dagannoth Prime.  Attack Style - Ranged Immunities - Venom Slayer Categories - Dagannoth	interface	combAchvmt	
Combat Achievements - Deranged Archaeologist	interface	combAchvmt	
The Deranged Archaeologist is a demi-boss located on Fossil Island, at the southern reaches of the Tar Swamp.  Attack Styles - Melee, Ranged, Special Immunities - None Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - A woodcutting axe - Bone Voyage  Combat Achievement task difficulty: - Easy - Medium	interface	combAchvmt	
Combat Achievements - Duke Sucellus	interface	combAchvmt	
Duke Sucellus is a boss found within Ghorrock Prison, deep beneath Weiss.  Attack Styles - Melee, Magic, Special Immunities - Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Desert Treasure II - The Fallen Empire	interface	combAchvmt	
Combat Achievements - Fortis Colosseum	interface	combAchvmt	
Sol Heredit is the final boss of the Fortis Colosseum, located in Civitas illa Fortis in Varlamore.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Children of the Sun	interface	combAchvmt	
Combat Achievements - General Graardor	interface	combAchvmt	
General Graardor represents Bandos as one of the four generals within the God Wars Dungeon north of Trollheim.  Attack Styles - Melee, Ranged Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - <Num0> Strength - Hammer  Combat Achievement task difficulty: - Hard - Elite - Grandmaster	interface	combAchvmt	
Combat Achievements - Giant Mole	interface	combAchvmt	
The Giant Mole is found within its lair, found underneath Falador Park.  Attack Style - Melee Immunities - Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Light Source - Spade  Combat Achievement task difficulty: - Easy - Medium - Hard - Elite	interface	combAchvmt	
Combat Achievements - Grotesque Guardians	interface	combAchvmt	
The Grotesque Guardians, Dusk and Dawn, can be found on the Slayer Tower's rooftop, through the entrance on the upper floor.  In order to unlock access to the roof, a brittle key, obtained from killing a gargoyle whilst on a gargoyle slayer task, is required.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - Gargoyle	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A gargoyle slayer task - Access to the Slayer Tower roof  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Hespori	interface	combAchvmt	
The Hespori is a rare carnivorous plant that becomes conscious and highly aggressive once fully grown.  In order to fight it, a Hespori seed must be planted and fully grown in the Hespori patch within the west wing of the Farming Guild.  Attack Styles - Ranged, Magic Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - <Num0> Farming - Hespori Seed  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - The Hueycoatl	interface	combAchvmt	
The Hueycoatl is a boss found atop the Darkfrost in Varlamore.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - Kalphite Queen	interface	combAchvmt	
The Kalphite Queen is the strongest of the kalphites, residing in the Kalphite Lair within the Kharidian Desert.  Attack Styles - Melee, Ranged, Mage Immunities - Venom Slayer Categories - Kalphite	interface	combAchvmt	
Mandatory requirements: - Rope x<Num0>  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - King Black Dragon	interface	combAchvmt	
The King Black Dragon is a three-headed black dragon found in his lair, deep within the Wilderness, west of the Lava Maze.  Attack Styles - Melee, Dragonfire Immunities - None Slayer Categories - Black Dragon	interface	combAchvmt	
Mandatory requirements: - Dragon Slayer  Combat Achievement task difficulty: - Easy - Medium - Hard	interface	combAchvmt	
Combat Achievements - Kraken	interface	combAchvmt	
The Kraken is a stronger and larger cave kraken, found within Lieve's cave north of Eagles' Peak. It sleeps underwater until disturbed.  Attack Styles - Magic Immunities - Venom Slayer Categories - Cave Kraken	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A cave kraken slayer task  Combat Achievement task difficulty: - Hard - Elite - Master	interface	combAchvmt	
Combat Achievements - Kree'arra	interface	combAchvmt	
Kree'arra represents Armadyl as one of the four generals within the God Wars Dungeon north of Trollheim.  Attack Styles - Ranged, Ranged-based Magic, Melee Immunities - Melee, Poison, Venom Slayer Categories - Aviansie	interface	combAchvmt	
Mandatory requirements: - <Num0> Ranged - Crossbow - Mithril Grapple  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - K'ril Tsutsaroth	interface	combAchvmt	
K'ril Tsutsaroth represents Zamorak as one of the four generals within the God Wars Dungeon north of Trollheim.  Attack Styles - Melee, Magic, Special Immunities - Poison, Venom Slayer Categories - Greater Demon	interface	combAchvmt	
Mandatory requirements: - <Num0> Hitpoints  Combat Achievement task difficulty: - Hard - Elite - Grandmaster	interface	combAchvmt	
Combat Achievements - The Leviathan	interface	combAchvmt	
The Leviathan is a boss found within the Scar, which can be accessed through the Temple of the Eye.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - The Mimic	interface	combAchvmt	
The Mimic is a boss occasionally found disguised as either Elite or Master clue scroll reward caskets.  Mimics can only be found after speaking to the strange casket upstairs in Watson's house in Great Kourend.  Attack Styles - Melee, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Mimic caskets enabled - A mimic casket  Combat Achievement task difficulty: - Elite	interface	combAchvmt	
Combat Achievements - Moons of Peril	interface	combAchvmt	
The Moons of Peril are three bosses found in Neypotzli beneath the city of Cam Torum in Varlamore.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Perilous Moons	interface	combAchvmt	
Combat Achievements - Nex	interface	combAchvmt	
Nex is a boss found in the Ancient Prison, deep within the God Wars Dungeon north of Trollheim.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - The Frozen Door  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - The Nightmare	interface	combAchvmt	
The Nightmare of Ashihama is a group boss found in the Sisterhood Sanctuary within the town of Slepe in Morytania.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Access to Morytania  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Phosanis Nightmare	interface	combAchvmt	
Phosani's Nightmare is a boss found in the Sisterhood Sanctuary within the town of Slepe in Morytania.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Access to Morytania  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Obor	interface	combAchvmt	
Obor the Hill Titan is the strongest of all the hill giants. His lair can be located behind a locked gate found within the hill giant area of the Edgeville Dungeon.  In order to access Obor's lair, a giant key, obtained from killing a Hill Giant, is required.  Attack Styles - Melee, Ranged Immunities - Venom Slayer Categories - Hill Giant	interface	combAchvmt	
Mandatory requirements: - Giant key  Combat Achievement task difficulty: - Easy - Medium	interface	combAchvmt	
Combat Achievements - Phantom Muspah	interface	combAchvmt	
The Phantom Muspah is a boss found within Ghorrock Dungeon, deep beneath Weiss.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Secrets of the North  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - The Royal Titans	interface	combAchvmt	
The Royal Titans, Branda and Eldric, can be found within the Asgarnian Ice Cave, through the tunnel to the north-west.  Attack Styles - Melee, Special Immunities - Poison, Venom Slayer Categories - Ice Giant, Fire Giant	interface	combAchvmt	
There are no mandatory requirements to fight the Royal Titans  Combat Achievement task difficulty: - Easy - Medium - Hard - Elite	interface	combAchvmt	
Combat Achievements - Scurrius	interface	combAchvmt	
Scurrius is a boss found within the Varrock Sewers, which can be accessed through the Dungeon within east Varrock.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - Rat	interface	combAchvmt	
There are no mandatory requirements to fight Scurrius.  Combat Achievement task difficulty: - Easy - Medium	interface	combAchvmt	
Combat Achievements - Sarachnis	interface	combAchvmt	
Sarachnis is a spider boss found within the Forthos Dungeon south of the Spider Den.  Attack Styles - Melee, Ranged Immunities - Poison, Venom Slayer Categories - Spider	interface	combAchvmt	
There are no mandatory requirements to fight Sarachnis.  Combat Achievement task difficulty: - Easy - Medium - Hard	interface	combAchvmt	
Combat Achievements - Scorpia	interface	combAchvmt	
Scorpia is a large scorpion that resides in a cave beneath the Scorpion Pit. The Scorpion Pit can be found deep within the Wilderness west of the Rogues' Castle.  Attack Styles - Melee Immunities - None Slayer Categories - Scorpion	interface	combAchvmt	
There are no mandatory requirements to fight the Scorpia.  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Skotizo	interface	combAchvmt	
Skotizo is a demonic boss located beneath the Catacombs of Kourend.  Accessing his lair requires the use of a dark totem on the altar found in the centre of the Catacombs.  Attack Styles - Melee, Magic Immunities - Poison, Venom Slayer Categories - Black Demon, Greater Demon.	interface	combAchvmt	
Mandatory requirements: - A Dark Totem  Combat Achievement task difficulty: - Medium - Hard - Elite - Master	interface	combAchvmt	
Combat Achievements - Tempoross	interface	combAchvmt	
Tempoross is a skilling boss located off the coast of the Ruins of Unkah in the Kharidian Desert.  Attack Styles - Special Immunities - Special Slayer Categories - None	interface	combAchvmt	
Combat Level: <colNum0>N/A</col>	interface	combAchvmt	
Mandatory requirements: - <Num0> Fishing  Combat Achievement task difficulty: - Easy - Medium - Hard	interface	combAchvmt	
Combat Achievements - Theatre of Blood: Entry Mode	interface	combAchvmt	
The Theatre of Blood is a large arena located within the castle of Ver Sinhaza in Morytania.  The Theatre of Blood is a raid for <Num0>-<Num1> players.  Entry mode is an easier version of the Theatre of Blood aimed at introducing you to the content and the boss mechanics in a less punishing way.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Access to Morytania  Combat Achievement task difficulty: - Hard  - Elite	interface	combAchvmt	
Combat Achievements - Theatre of Blood	interface	combAchvmt	
The Theatre of Blood is a large arena located within the castle of Ver Sinhaza in Morytania.  The Theatre of Blood is a raid for <Num0>-<Num1> players.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - Theatre of Blood: Hard Mode	interface	combAchvmt	
The Theatre of Blood is a large arena located within the castle of Ver Sinhaza in Morytania.  The Theatre of Blood is a raid for <Num0>-<Num1> players.  Hard mode is a more challenging experience than the regular raid. Mechanics are harder and more punishing.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Access to Morytania - At least one regular Theatre of Blood completion  Combat Achievement task difficulty: - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Thermonuclear Smoke Devil	interface	combAchvmt	
The Thermonuclear Smoke Devil is a stronger and larger smoke devil, found within Breive's cave south of Castle Wars.  Attack Styles - Magical Ranged Immunities - Poison, Venom Slayer Categories - Smoke Devil	interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A smoke devil slayer task - A face mask  Combat Achievement task difficulty: - Elite	interface	combAchvmt	
Combat Achievements - Tombs of Amascut: Entry Mode	interface	combAchvmt	
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.  The Tombs of Amascut is a raid for <Num0>-<Num1> players.  The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of less then <Num2> considered an Entry raid.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Beneath Cursed Sands  Combat Achievement task difficulty: - Medium - Hard - Elite	interface	combAchvmt	
Combat Achievements - Tombs of Amascut	interface	combAchvmt	
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.  The Tombs of Amascut is a raid for <Num0>-<Num1> players.  The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of <Num2> to <Num3> considered a standard raid.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Beneath Cursed Sands  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Tombs of Amascut: Expert Mode	interface	combAchvmt	
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.  The Tombs of Amascut is a raid for <Num0>-<Num1> players.  The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of <Num2> or greater considered an Expert raid.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - TzHaar-Ket-Rak's Challenges	interface	combAchvmt	
TzHaar-Ket-Rak's is an elite Tzhaar warrior found within the inner city of Mor Ul Rek.  TzHaar-Ket-Rak offers a number of challenges where those who have proven themselves within the Fight Caves or the Inferno can go up against an ever increasing number of JalTok-Jads.	interface	combAchvmt	
Mandatory requirements:  TzHaar-Ket-Rak's First and Second Challenges - <Num0> Fight Caves completion  TzHaar-Ket-Rak's Third to Sixth Challenges - <Num1> Inferno completion  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - TzKal-Zuk	interface	combAchvmt	
TzKal-Zuk is the final boss found within the depths of the Inferno found within the inner city of Mor Ul Rek.  Attack Styles - Special Immunities - Poison, Venom Slayer Categories - TzHaar	interface	combAchvmt	
Mandatory requirements: - Fire Cape  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - TzTok-Jad	interface	combAchvmt	
TzTok-Jad is the final boss found within the depths of the Fight Caves found within Mor Ul Rek.  Attack Styles - Melee, Ranged, Magic Immunities - Venom Slayer Categories - TzHaar	interface	combAchvmt	
There are no mandatory requirements to attempt the Fight Caves.  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Vardorvis	interface	combAchvmt	
Vardorvis is a boss found within the Stranglewood, south west of Mount Quidamortem.  Attack Styles - Melee, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - Venenatis	interface	combAchvmt	
Venenatis is a large poison spider that resides east of the Bone Yard in the Wilderness.  Attack Styles - Melee, Special Immunities - Poison, Venom, Magic Slayer Categories - Spider	interface	combAchvmt	
There are no mandatory requirements to fight Venenatis.  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Vet'ion	interface	combAchvmt	
Vet'ion is a Zamorakian skeletal champion that resides north of the Bone Yard and south of Lava Dragon Isle in the Wilderness.  Attack Styles - Melee, Magic Immunities - Poison, Venom Slayer Categories - Skeleton	interface	combAchvmt	
There are no mandatory requirements to fight Vet'ion.  Combat Achievement task difficulty: - Hard - Elite	interface	combAchvmt	
Combat Achievements - Vorkath	interface	combAchvmt	
Vorkath is an undead blue dragon boss found in the crater on the island of Ungael north of the Fremennik Province.  Attack Styles - Melee, Ranged, Magic, Special, Dragonfire Immunities - Poison, Venom Slayer Categories - Blue Dragon, Zombie	interface	combAchvmt	
Mandatory requirements: - Dragon Slayer II  Combat Achievement task difficulty: - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - The Whisperer	interface	combAchvmt	
The Whisperer is a boss found within the Lassar Undercity, deep beneath Ice Mountain.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Combat Achievements - Wintertodt	interface	combAchvmt	
The Wintertodt is a skilling boss located in the Northern Tundras of Great Kourend, east of the Fishing Hamlet.  Attack Styles - Special Immunities - Special Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - <Num0> Firemaking  Combat Achievement task difficulty: - Easy - Medium - Hard	interface	combAchvmt	
Combat Achievements - Zalcano	interface	combAchvmt	
Zalcano is a demon skilling boss imprisoned beneath the elven capital city of Prifddinas.  Attack Styles - Special Immunities - Special Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Song of the Elves - A pickaxe  Combat Achievement task difficulty: - Elite	interface	combAchvmt	
Combat Achievements - Zulrah	interface	combAchvmt	
Zulrah is a snake boss found at their shrine within the Poison Wastes south of Isafdar. The followers of Zul-Andra provide access to the shrine via rowboat.  Attack Styles - Melee, Ranged, Magic. Immunities - Poison, Venom Slayer Categories - None	interface	combAchvmt	
Mandatory requirements: - Regicide  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster	interface	combAchvmt	
Combat Achievements - Rewards	interface	combAchvmt	
<Num0>k XP lamp (minimum skill requirement: <Num1>)	interface	combAchvmt	
The drop chance of a <colNum0>Clue Scroll (Easy)</col> from all sources (excl. implings) is increased by <Num0>%	interface	combAchvmt	
The maximum quantity assigned from the <colNum0>Like a boss</col> slayer reward is increased by <Num0>	interface	combAchvmt	
<Num0>% bonus to tokens earned from <colNum0>Warrior Guild</col> activities	interface	combAchvmt	
<Num0> additional commendation point from successful <colNum0>Pest Control</col> games	interface	combAchvmt	
<colNum0>Ghommal's hilt <Num0></col>	interface	combAchvmt	
Daily Trollheim teleports - <Num0>	interface	combAchvmt	
The drop chance of a <colNum0>Clue Scroll (Medium)</col> from all sources (excl. implings) is increased by <Num0>%	interface	combAchvmt	
<Num0> additional commendation points from successful <colNum0>Pest Control</col> games	interface	combAchvmt	
Immunity from the prayer draining effect at <colNum0>Barrows</col> when one of <colNum1>Ghommal's hilts</col> is equipped	interface	combAchvmt	
The <colNum0>Dwarf multicannon</col> can hold <Num0> extra cannonballs	interface	combAchvmt	
The drop chance of a <colNum0>Clue Scroll (Hard)</col> from all sources (excl. implings) is increased by <Num0>%	interface	combAchvmt	
You can fight <colNum0>the Hueycoatl</col> privately for a reduced fee of <Num0>k coins	interface	combAchvmt	
Item imbue rewards at <colNum0>Soul Wars</col> and the <colNum1>Nightmare Zone</col> are <Num0>% cheaper	interface	combAchvmt	
The ability to combine <colNum0>KBD Heads</col> with a <colNum1>Dragon Hunter Crossbow</col> to recolour it	interface	combAchvmt	
The drop chance of a <colNum0>Clue Scroll (Elite)</col> from all sources (excl. implings) is increased by <Num0>%	interface	combAchvmt	
The <colNum0>Bracelet of slaughter</col> will have a <Num0>% chance to fully recharge instead of breaking	interface	combAchvmt	
The <colNum0>Expeditious bracelet</col> has a <Num0>% chance to fully recharge instead of breaking	interface	combAchvmt	
Superior slayer creatures are <Num0>% more common	interface	combAchvmt	
Daily Mor Ul Rek teleports - <Num0>	interface	combAchvmt	
The ability to combine <colNum0>Vorkath's Head</col> with a <colNum1>Dragon Hunter Crossbow</col> to recolour it	interface	combAchvmt	
The ability to make a <colNum0>TzTok Slayer Helmet</col>	interface	combAchvmt	
The ability to make a <colNum0>Vampyric Slayer Helmet</col>	interface	combAchvmt	
Access to <colNum0>Ghommal's lucky penny</col>	interface	combAchvmt	
When you are assigned a <colNum0>TzTok-Jad</col> or <colNum1>TzKal-Zuk</col> slayer task you will be assigned to kill <Num0>	interface	combAchvmt	
The drop chance of an <colNum0>Ecumenical Key</col> is increased by <Num0>%	interface	combAchvmt	
The essence required to access a <colNum0>God Wars</col> boss is reduced to <Num0>	interface	combAchvmt	
You can access a privately rented <colNum0>God Wars</col> boss instance for a fee of <Num0>k coins	interface	combAchvmt	
Your thralls will last <Num0>% longer	interface	combAchvmt	
Daily Trollheim teleports - Unlimited	interface	combAchvmt	
Daily Mor Ul Rek teleports - Unlimited	interface	combAchvmt	
The ability to make a <colNum0>TzKal Slayer Helmet</col>	interface	combAchvmt	
